,temperature,pressure,humidity,NaCl,KCl,is_defect
0,23.067119282216993,0.0014556798784819414,26.29892880070759,0.45345770589827233,0.22466453522010474,1
1,45.78376702341904,2.651282815249344,48.24114187567663,0.5061602403392242,0.266544561281214,0
2,28.055802020110804,-0.2764640502030864,92.6860357778188,0.6157416789922079,0.30185463029471243,1
3,55.721465342799696,1.5836394348632594,57.63860351633423,0.4973446599151545,0.23347054589385252,0
4,36.92636409288137,3.42776408875406,86.53884404235748,0.40180367501902636,0.26913337335108145,1
5,76.57888126792858,3.7980287139168105,12.079615413598617,0.32032508105839264,0.27403769101023684,1
6,49.586424880517534,2.0729275182982096,59.51306244299484,0.5263448961832897,0.2442738334134046,0
7,66.90299167615288,4.931484471750447,19.16378555778593,0.4226735213570537,0.26712412258345203,1
8,43.92905693606134,2.3474332620500205,57.91662693962936,0.5312059908526078,0.2688503652779284,0
9,64.98926780900037,0.77194882286476,91.80695617727818,0.38334079353260797,0.18499002036301065,1
10,50.56758672625624,2.198639202356314,65.86016816145352,0.43810922505865757,0.313991001239688,0
11,29.367087077912174,4.2273796581125405,70.51738640318278,0.648025130583552,0.2730491743747578,1
12,35.97050752384839,3.186917155702198,90.1113564139136,0.47420151851940395,0.1986538154418562,1
13,46.405838061956345,2.223501593863184,48.053027038833186,0.49679059114457513,0.2527525745334512,0
14,44.47147665757032,1.9355236909133795,46.919657158142584,0.538983026613467,0.28930926238358823,0
15,48.95338161424067,1.799278178402025,60.39904687396076,0.4697192230131568,0.30478029140640805,0
16,54.29007097651073,1.7515411181104297,29.81512135611362,0.5072531872979691,0.27379527064656034,0
17,48.32107650354936,2.500706457586818,47.40408648636395,0.4248428523440947,0.24262770807742168,0
18,19.088307511751808,0.8413499550015833,103.69738122126486,0.5082900223892215,0.2959080831086335,1
19,77.30053060432732,1.526322831721756,16.98534707849913,0.4634832580631094,0.22209073087106695,1
20,49.61278269637003,1.6414118709202266,64.50927548279212,0.5903598321818943,0.19952023917631942,0
