temperature,pressure,humidity,NaCl,KCl,defect
39.388072321131354,3.1712071065097667,18.25441834686729,0.2773504909331423,0.36095040562964126,1.0
24.308678494144075,2.4277406646422413,40.67356836233169,0.7112275247773346,0.16853996156037598,0.0
28.23844269050346,2.1037900395000193,36.203953131618086,0.6632759947712897,0.19136299887592575,0.0
32.61514928204013,2.34601923518048,33.22497259076888,0.7072021325809911,0.19699367279132998,0.0
40.45977176374453,2.6492573301240405,12.93142135155204,0.23959418202235533,0.4409200300439652,1.0
23.8293152152541,2.606646853686469,44.36765811093174,0.8025224096852162,0.18107740393294802,0.0
32.896064077536955,2.500602737681112,17.00276494894178,0.7340023218328261,0.1770043272853798,0.0
28.837173645764544,2.0914556844659047,32.24596886326349,0.6298642831081108,0.2253874511827933,0.0
22.65262807032524,2.8296228342162024,40.37547710335198,0.8399656757463784,0.1522621288281594,0.0
38.11561279959254,4.1902808381414385,25.074884222428768,0.4293495204940627,0.2924632127347422,1.0
41.66736687737952,3.0721369233453384,28.071451466554755,0.18821394037129147,0.33815772064587524,1.0
22.671351232148716,2.1186376107168927,35.76656325214011,0.7341905864187248,0.20268857862437323,0.0
26.20981135783017,2.115428825106351,33.62326074151872,0.7215234034307743,0.1919573074488734,0.0
15.43359877671101,2.0300484494455677,52.47308151568382,0.7577138223206306,0.1973805338746654,0.0
16.375410837434835,2.9147374209658743,49.95417028575542,0.8154238992662254,0.14671539860246208,0.0
34.96395221523482,3.4609431277453595,22.131297924067105,0.311021916607397,0.3295549744249668,1.0
19.93584439832788,2.3677425793446947,43.67281777444665,0.8457023666340526,0.16695435027059455,0.0
26.571236662976368,1.4980688177966233,41.5953559902248,0.659523554946574,0.21029191405919465,0.0
20.459879622393945,2.8177090151046134,42.8596815887812,0.774403890179386,0.2015344205616715,0.0
28.326526733632996,3.0416194117516104,24.51767091444176,0.34704855941983637,0.36116156204050764,1.0
32.32824384460777,2.529966315133164,42.05579032687339,0.76546917880982,0.12579941026948105,0.0
23.871118497567323,2.6386884689790957,34.2362446184996,0.7838302565448759,0.15676040176683714,0.0
25.33764102343962,3.1803292979193256,30.335617113999167,0.942642129721967,0.1047437483527926,0.0
17.87625906893272,1.845589800440444,52.46643744127377,0.670802908631292,0.18870669610967267,0.0
22.278086377374088,0.9902439220895873,39.87308104068058,0.583136347508089,0.1877175105708398,0.0
44.4223380339736,3.9938051198170874,19.12778857827801,0.2703639928504716,0.3014849608262522,1.0
19.245032112888488,3.400255590755427,43.00017957387825,0.8936013558545947,0.1071483840790024,0.0
26.87849009172836,3.1194731764697186,36.446811186088404,0.7366206161374519,0.14522444631244283,0.0
21.996806550405974,2.604829707637313,51.59652269999454,0.662205176189906,0.13725608944048384,0.0
39.36876965720611,3.5482092901073843,25.505861954830074,0.26361990360736787,0.32548859556655096,1.0
21.991466938853016,2.903561298318655,47.92135723281127,0.7086599818789012,0.1465236095216607,0.0
34.26139092254469,2.0132269001477656,21.80519561398314,0.6800811226384946,0.22937771429638362,0.0
24.93251387631033,2.7381788846781094,34.32521466566326,0.7989428732742755,0.191318193001007,0.0
19.711445355220498,2.7527350795833136,32.15087227630828,0.7307360647807182,0.17807015808103996,0.0
29.112724560515943,3.03010495374944,31.017826421967097,0.7316691665358769,0.14196247669930373,0.0
18.895781750144888,3.8798300194555386,52.10857783175443,0.8914498600313213,0.1457161069324289,0.0
38.29720689364922,3.7897252764357123,26.67610533720899,0.41767590109856706,0.3091886315144665,1.0
15.201649380601122,2.2455181871462506,50.65045442851803,0.6398031467887944,0.1596529180514142,0.0
18.359069755507846,2.4872128439040027,47.85761487480032,0.7897329043056995,0.17396369580701854,0.0
25.984306179345616,1.6154620475554409,35.37440487190823,0.7024115149424603,0.2643076598006503,0.0
28.692332899977053,2.152643434455471,36.592994932036454,0.7629685985533785,0.18832105013982467,0.0
25.85684140594985,2.295358780943448,42.80118171026325,0.7904598888379292,0.18156715608864193,0.0
24.421758588058797,2.2379558010327036,32.61445575727708,0.8338962763362512,0.15926400282612863,0.0
23.494481522053555,2.576177436016861,43.30486061272248,0.7398131411707335,0.1901097199045645,0.0
17.607390048162863,2.0887900338088996,53.533306296977905,0.7143575823847829,0.2146240233961421,0.0
21.400778958026457,3.0605153336622357,42.2435638055514,0.7852296117038223,0.16275573734488638,0.0
22.696806145201062,2.5001035324590983,46.26733568636164,0.7501091954837005,0.1624104099200978,0.0
30.285611131094576,2.495349839430693,47.73053886504927,0.8261786517248849,0.16109837266100524,0.0
26.71809144784231,2.336052641743541,37.41657629765477,0.6663545399778207,0.1573349229047235,0.0
16.18479922318633,2.5775953419294897,52.544776182203016,0.7147070505846703,0.17279768293874417,0.0
26.620419846973974,2.9125491323338175,34.36521076532428,0.8601139600586097,0.13276439679773908,0.0
23.074588597918417,2.06643489214455,43.216749495508154,0.7576453145595594,0.17312992528778673,0.0
21.615389998470206,2.170941755462372,46.362890126747274,0.6989375932053833,0.18297909788866787,0.0
28.05838144420434,2.3481369856116676,37.304153968305485,0.7775337986172027,0.1728100272157323,0.0
46.56946924002685,2.8664312223951334,10.732892218479396,0.2655492110517571,0.34132108767522046,1.0
29.656400595580994,2.090371070139251,35.44412814193006,0.7840508374639745,0.20481033842984267,0.0
20.803912383886807,2.2618895632276703,52.34628483292401,0.7299144360141057,0.18848647788162207,0.0
23.453938120743928,2.9371945903563637,44.09845307767993,0.8450010647292656,0.14737714987195943,0.0
26.65631715701782,2.6312806645009625,42.82235535693783,0.8952286619747274,0.1720962253411815,0.0
29.877725635611796,2.596794955683772,32.961669387202704,0.7895844533207506,0.15032971139371873,0.0
22.60412881077355,2.925448981083986,46.624546624190295,0.7950113063981409,0.15583312342399425,0.0
24.071705116680914,2.431314105800302,42.51029305106554,0.7792537598410791,0.18144634456687758,0.0
19.46832512996986,2.695232424964445,41.88345619560001,0.7512591995862502,0.13517744156462813,0.0
19.018966879596647,2.448389123533752,48.7698447684784,0.8642372976296118,0.19749441891071964,0.0
29.062629111970992,2.6326811746998144,30.166361748433257,0.7722716693547805,0.15073726716046934,0.0
31.781200142854114,2.208620671194209,28.698158454151105,0.7072154011081453,0.19137516242441824,0.0
24.63994939209833,1.2805914208617855,41.37870226594387,0.5862746918351767,0.25925866376761614,0.0
40.153480368447816,3.7458279760165736,14.419668930543118,0.3589743281512669,0.36944616639943234,1.0
26.80818012523817,3.2113740680499703,31.88402152432855,0.864496777446384,0.1401179643688782,0.0
